8.300
8.310
7.500
9.020
8.520
8.410
8.730
8.030
7.480
8.510
9.030
7.650
7.260
8.950
8.520
8.410
7.500
8.370
9.170
8.600
8.110
8.980
9.190
7.600
8.570
8.690
7.980
8.290
9.090
7.990
8.860
8.830
9.630
8.480
9.130
8.730
8.340
8.830
8.490
8.240
9.500
8.320
9.420
7.050
7.200
9.220
8.520
8.170
8.740
9.170
8.160
8.750
8.140
9.770
9.560
9.180
9.510
10.200
9.330
8.130
10.600
7.980
8.780
9.750
